,N. parvum,X. sp.,descriptions
IPR000115,1,1,Phosphoribosylglycinamide synthetase
IPR020559,1,1,"Phosphoribosylglycinamide synthetase, conserved site"
IPR020560,1,1,"Phosphoribosylglycinamide synthetase, C-domain"
IPR020561,1,1,"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain"
IPR020562,1,1,"Phosphoribosylglycinamide synthetase, N-terminal"
IPR037123,1,1,"Phosphoribosylglycinamide synthetase, C-domain superfamily"
IPR000870,1,1,Homoserine kinase
IPR004733,1,1,Phosphoribosylformylglycinamidine cyclo-ligase
IPR016188,1,1,"PurM-like, N-terminal domain"
IPR000095,3,2,CRIB domain
IPR006414,1,3,"P-type ATPase, subfamily IID"
IPR007204,1,1,Actin-related protein 2/3 complex subunit 3
IPR036753,1,1,Actin-related protein 2/3 complex subunit 3 superfamily
IPR011010,2,2,"DNA breaking-rejoining enzyme, catalytic core"
IPR021842,1,1,Protein of unknown function DUF3435
IPR001905,3,3,Ammonium transporter
IPR018047,3,3,"Ammonium transporter, conserved site"
IPR024041,3,3,Ammonium transporter AmtB-like domain
IPR029020,3,3,Ammonium/urea transporter
IPR016635,2,2,"Adaptor protein complex, sigma subunit"
IPR027156,1,0,AP-2 complex subunit sigma
IPR001940,1,1,Peptidase S1C
IPR009003,1,9,"Peptidase S1, PA clan"
IPR025926,1,1,PDZ-like domain
IPR038843,1,1,Cell wall protein Sed1/Spi1
IPR003695,1,1,Ppx/GppA phosphatase
IPR003386,1,1,Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase
IPR044542,1,1,N-alpha-acetyltransferase 30-like
IPR007673,1,0,Condensin subunit 1
IPR024324,1,0,"Condensin complex subunit 1, N-terminal"
IPR026971,1,0,Condensin subunit 1/Condensin-2 complex subunit D3
IPR032682,1,0,"Condensin complex subunit 1, C-terminal"
IPR013863,1,1,"Vacuolar import/degradation Vid27, C-terminal"
IPR040458,1,1,Vacuolar import/degradation Vid27
IPR040768,1,1,"Vid27, PH-like domain"
IPR040979,1,1,"Vid27, N-terminal"
IPR000266,2,2,Ribosomal protein S17/S11
IPR012766,1,1,"Alpha,alpha-trehalose-phosphate synthase"
IPR037647,1,1,HIRA-interacting protein 3
IPR010684,1,2,"RNA polymerase II transcription factor SIII, subunit A"
IPR008501,1,1,THO complex subunit 7/Mft1
IPR019190,1,0,Exonuclease V
IPR000164,2,1,Histone H3/CENP-A
IPR004823,2,1,"TATA box binding protein associated factor (TAF), histone-like fold domain"
IPR019809,2,2,"Histone H4, conserved site"
IPR035425,3,3,"CENP-T/Histone H4, histone fold"
IPR009450,1,1,Phosphatidylinositol N-acetylglucosaminyltransferase subunit C
IPR018502,2,1,Annexin repeat
IPR037104,2,2,Annexin superfamily
IPR017825,1,0,Lycopene cyclase domain
IPR044843,1,0,"Trans-isoprenyl diphosphate synthases, bacterial-type"
IPR043476,1,2,"Yro2-like, 7TM domain"
IPR040896,1,1,"26S proteasome regulatory subunit RPN5, C-terminal domain"
IPR045227,1,1,WD repeat-containing protein WDR18/Ipi3/RID3
IPR013953,1,1,FACT complex subunit Spt16 domain
IPR029148,1,1,"FACT complex subunit Spt16, N-terminal lobe domain"
IPR029149,4,6,"Creatinase/Aminopeptidase P/Spt16, N-terminal"
IPR040258,1,1,FACT complex subunit Spt16
IPR002558,1,1,I/LWEQ domain
IPR030224,1,1,Sla2 family
IPR035964,1,1,I/LWEQ domain superfamily
IPR005102,1,0,Carbohydrate binding X2 domain
IPR016282,1,0,"Glycoside hydrolase, family 5, endoglucanase B"
IPR034772,1,1,CPSF6/7 family
IPR001901,1,1,"Protein translocase complex, SecE/Sec61-gamma subunit"
IPR008158,1,1,"Protein translocase SEC61 complex, gamma subunit"
IPR023391,1,1,Protein translocase SecE domain superfamily
IPR001722,2,5,"Glycoside hydrolase, family 7"
IPR037019,2,5,"Glycoside hydrolase family 7, catalytic domain superfamily"
IPR018450,1,1,Romo1/Mgr2
IPR000544,1,0,Octanoyltransferase
IPR020605,1,0,"Octanoyltransferase, conserved site"
IPR014612,1,0,Ribonucleases P/MRP protein subunit Rpp20/Pop7
IPR020241,1,0,"Ribonuclease P/MRP subunit Pop7, fungi"
IPR036882,1,0,Alba-like domain superfamily
IPR006042,2,0,Xanthine/uracil permease
IPR034228,1,0,"Nop6, RNA recognition motif"
IPR034294,3,2,Aquaporin transporter
IPR011082,1,1,Exosome-associated factor Rrp47/DNA strand repair C1D
IPR002836,1,1,PDCD5-like
IPR036883,1,1,PDCD5-like superfamily
IPR007715,1,1,Ubiquinone biosynthesis protein Coq4
IPR027540,1,1,"Ubiquinone biosynthesis protein Coq4, eukaryotic"
IPR001209,1,2,Ribosomal protein S14
IPR002500,2,3,Phosphoadenosine phosphosulphate reductase
IPR002650,1,1,Sulphate adenylyltransferase
IPR004511,1,2,Phosphoadenosine phosphosulphate/adenosine 5'-phosphosulphate reductase
IPR011800,1,2,Phosphoadenosine phosphosulphate reductase CysH
IPR024951,1,1,Sulphate adenylyltransferase catalytic domain
IPR025980,1,1,ATP-sulfurylase PUA-like domain
IPR027535,1,1,Sulfate adenylyltransferase
IPR022596,2,1,"G protein-coupled receptor GPR1, C-terminal"
IPR032704,1,1,Protein Cms1
IPR002994,1,1,Surfeit locus 1/Shy1
IPR045214,2,2,Surfeit locus 1/4
IPR040357,1,1,Vma22/CCDC115
IPR002915,1,1,DeoC/FbaB/LacD aldolase
IPR011343,1,1,Deoxyribose-phosphate aldolase
IPR028581,1,1,Deoxyribose-phosphate aldolase type I
IPR000592,1,0,Ribosomal protein S27
IPR023407,1,0,"Ribosomal protein S27, zinc-binding domain superfamily"
IPR009069,2,2,Cysteine alpha-hairpin motif superfamily
IPR001912,2,1,"Ribosomal protein S4/S9, N-terminal"
IPR005710,1,1,"Ribosomal protein S4/S9, eukaryotic/archaeal"
IPR018079,1,1,"Ribosomal protein S4, conserved site"
IPR022801,3,3,Ribosomal protein S4/S9
IPR001147,1,1,Ribosomal protein L21e
IPR036948,1,1,Ribosomal protein L21 superfamily
IPR019339,1,2,"CBF1-interacting co-repressor CIR, N-terminal domain"
IPR022209,1,1,Pre-mRNA splicing factor
IPR019400,1,1,"Peptidase C65, otubain"
IPR042467,1,0,"Peptidase C65, otubain, subdomain 2"
IPR042468,1,1,"Peptidase C65, otubain, subdomain 1"
IPR042138,1,1,"Fungal SNX3, PX domain"
IPR001636,1,1,Phosphoribosylaminoimidazole-succinocarboxamide synthase
IPR018236,1,2,"SAICAR synthetase, conserved site"
IPR028923,1,1,"SAICAR synthetase/ADE2, N-terminal"
IPR013857,2,2,NADH:ubiquinone oxidoreductase intermediate-associated protein 30
IPR039131,2,2,"Complex I intermediate-associated protein 30, mitochondrial"
IPR026000,1,1,Anaphase-promoting complex subunit 5 domain
IPR037679,1,1,Anaphase-promoting complex subunit 5
IPR001349,1,1,"Cytochrome c oxidase, subunit VIa"
IPR018507,1,1,"Cytochrome c oxidase, subunit VIa, conserved site"
IPR036418,1,1,"Cytochrome c oxidase, subunit VIa superfamily"
IPR004808,1,1,AP endonuclease 1
IPR020847,1,1,"AP endonuclease 1, binding site"
IPR020848,1,1,"AP endonuclease 1, conserved site"
IPR006856,1,0,"Mating-type protein MAT alpha 1, HMG-box"
IPR003750,1,0,Putative RNA methyltransferase
IPR005351,1,0,PAT complex subunit Asterix
IPR019035,1,1,"Mediator complex, subunit Med12"
IPR013040,1,1,"Coatomer, gamma subunit, appendage, Ig-like subdomain"
IPR017106,1,1,Coatomer gamma subunit
IPR032154,1,1,"Coatomer subunit gamma, C-terminal"
IPR037067,1,1,"Coatomer, gamma subunit, appendage domain superfamily"
IPR024253,2,1,"Phosducin, thioredoxin-like domain"
IPR013910,2,1,Transcription factor PAP1
IPR023167,2,1,Yap1 redox domain superfamily
IPR002717,2,2,"Histone acetyltransferase domain, MYST-type"
IPR040706,2,1,"MYST, zinc finger domain"
IPR037431,1,1,"RNA exonuclease 4, DEDDh 3'-5' exonuclease domain"
IPR047021,2,6,RNA exonuclease REXO1/REXO3/REXO4-like
IPR003333,1,0,Cyclopropane mycolic acid synthase
IPR013924,1,0,"Ribonuclease H2, subunit C"
IPR025494,1,0,Protein of unknown function DUF4385
IPR025568,1,0,Domain of unknown function DUF4334
IPR025951,1,0,GXWXG domain
IPR006282,1,0,Thiamin pyrophosphokinase
IPR007371,1,0,"Thiamin pyrophosphokinase, catalytic domain"
IPR007373,1,0,"Thiamin pyrophosphokinase, thiamin-binding domain"
IPR016966,1,0,"Thiamin pyrophosphokinase, eukaryotic"
IPR036371,1,0,"Thiamin pyrophosphokinase, thiamin-binding domain superfamily"
IPR036759,1,0,"Thiamin pyrophosphokinase, catalytic domain superfamily"
IPR022278,1,0,Phosphoserine aminotransferase
IPR013221,1,0,"Mur ligase, central"
IPR023600,1,1,"Folylpolyglutamate synthase, eukaryota"
IPR000319,1,1,"Aspartate-semialdehyde dehydrogenase, conserved site"
IPR005676,1,0,"Aspartate-semialdehyde dehydrogenase, peptidoglycan lacking"
IPR012280,1,1,"Semialdehyde dehydrogenase, dimerisation domain"
IPR007085,1,1,"DNA/pantothenate metabolism flavoprotein, C-terminal"
IPR035929,1,1,CoaB-like superfamily
IPR004450,1,0,Threonine synthase-like
IPR029144,1,0,"Threonine synthase, N-terminal"
IPR037158,1,0,"Threonine synthase, N-terminal domain superfamily"
IPR015865,1,2,"Riboflavin kinase domain, bacterial/eukaryotic"
IPR023465,1,2,Riboflavin kinase domain superfamily
IPR023468,1,2,Riboflavin kinase
IPR026822,1,1,"Spp2/MOS2, G-patch domain"
IPR045166,1,1,Pre-mRNA-splicing factor Spp2-like
IPR007854,1,0,Pre-mRNA polyadenylation factor Fip1 domain
IPR024882,1,0,Nucleoporin p58/p45/NUP49
IPR003903,5,8,Ubiquitin interacting motif
IPR011876,1,1,"Isopentenyl-diphosphate delta-isomerase, type 1"
IPR013958,1,1,DASH complex subunit Dad1
IPR005522,2,1,Inositol polyphosphate kinase
IPR038286,2,1,Inositol polyphosphate kinase superfamily
IPR047129,4,3,Serine/Threonine protein phosphatase PP2A-like
IPR003855,2,1,Potassium transporter
IPR022214,1,0,Mitotic-spindle organizing protein 1
IPR019727,1,0,"ATP synthase, F0 complex, subunit F, mitochondria, fungi"
IPR006885,1,1,NADH dehydrogenase ubiquinone Fe-S protein 4 mitochondrial-like
IPR038532,1,1,NADH dehydrogenase ubiquinone Fe-S protein 4-like superfamily
IPR002547,1,1,tRNA-binding domain
IPR005886,1,1,UDP-glucose 4-epimerase
IPR012919,2,1,SUN domain
IPR045119,1,0,SUN domain-containing protein 1-5
IPR039632,1,1,Transmembrane protein 42
IPR021460,1,0,Protein of unknown function DUF3112
IPR002759,1,1,RNase P subunit Pop5/Rpp14/Rnp2-like
IPR038085,1,1,RNase P subunit Pop5/Rpp14/Rnp2-like domain superfamily
IPR013886,1,2,"PI31 proteasome regulator, C-terminal"
IPR021625,1,2,"PI31 proteasome regulator, N-terminal"
IPR045128,1,2,Proteasome inhibitor PI31-like
IPR002015,2,2,Proteasome/cyclosome repeat
IPR016643,1,1,"26S proteasome regulatory complex, non-ATPase subcomplex, Rpn1 subunit"
IPR040892,1,1,"RPN1, N-terminal"
IPR041433,1,1,"26S proteasome non-ATPase regulatory subunit RPN1, C-terminal"
IPR000687,2,2,RIO kinase
IPR015285,1,1,"RIO2 kinase winged helix domain, N-terminal"
IPR018935,2,2,"RIO kinase, conserved site"
IPR030484,1,1,Serine/threonine-protein kinase Rio2
IPR045069,1,1,"Multidrug and toxic compound extrusion family, eukaryotic"
IPR002646,1,2,"Poly A polymerase, head domain"
IPR018870,1,1,Tti2 family
IPR024420,1,1,"TRAPP III complex, Trs85"
IPR011687,1,0,Ribosome biogenesis protein Nop53/GLTSCR2
IPR002056,1,0,Protein import receptor MAS20
IPR023392,1,0,"Mitochondrial outer membrane translocase complex, Tom20 domain superfamily"
IPR032403,1,0,"Exocyst component Exo84, C-terminal"
IPR033961,1,0,Exocyst complex component Exo84
IPR042560,1,0,"Exocyst component Exo84, C-terminal, subdomain 2"
IPR042561,1,0,"Exocyst component Exo84, C-terminal, subdomain 1"
IPR027244,1,1,Vacuolar membrane-associated protein Iml1
IPR045838,1,1,"DEPDC5 protein, C-terminal"
IPR028084,1,1,"Folliculin-interacting protein, N-terminal domain"
IPR005532,1,1,Sulfatase-modifying factor enzyme
IPR017805,1,1,"SAM-dependent methyltransferase, EasF-type, putative"
IPR019257,1,1,"Histidine-specific methyltransferase, SAM-dependent"
IPR024775,1,0,DinB-like domain
IPR042095,1,1,Sulfatase-modifying factor enzyme superfamily
IPR008049,1,1,DNA replication licensing factor Mcm6
IPR041024,1,1,"Mcm6, C-terminal winged-helix domain"
IPR025602,1,1,BCP1 family
IPR001674,1,1,"GMP synthase, C-terminal"
IPR004739,1,1,"GMP synthase, glutamine amidotransferase"
IPR022955,1,1,GMP synthase
IPR025777,1,1,GMP synthetase ATP pyrophosphatase domain
IPR001453,3,1,MoaB/Mog domain
IPR005110,1,1,"MoeA, N-terminal and linker domain"
IPR005111,1,1,"MoeA, C-terminal, domain IV"
IPR008284,1,1,"Molybdenum cofactor biosynthesis, conserved site"
IPR036135,1,1,"MoeA, N-terminal and linker domain superfamily"
IPR036425,3,1,MoaB/Mog-like domain superfamily
IPR036688,1,1,"MoeA, C-terminal, domain IV superfamily"
IPR038987,1,1,Molybdopterin biosynthesis protein MoeA-like
IPR000245,3,3,V-ATPase proteolipid subunit
IPR002379,4,4,V-ATPase proteolipid subunit C-like domain
IPR035921,4,4,F/V-ATP synthase subunit C superfamily
IPR003194,2,1,"Transcription initiation factor IIA, gamma subunit"
IPR009083,2,1,"Transcription factor IIA, alpha-helical domain"
IPR015871,2,1,"Transcription initiation factor IIA, gamma subunit, C-terminal"
IPR015872,2,1,"Transcription initiation factor IIA, gamma subunit, N-terminal"
IPR001578,2,3,"Peptidase C12, ubiquitin carboxyl-terminal hydrolase"
IPR036959,2,3,"Peptidase C12, ubiquitin carboxyl-terminal hydrolase superfamily"
IPR006677,2,2,"tRNA intron endonuclease, catalytic domain-like"
IPR036167,2,3,"tRNA intron endonuclease, catalytic domain-like superfamily"
IPR005570,1,1,"DNA-directed RNA polymerases I, II, and III subunit RPABC3"
IPR031804,2,2,Domain of unknown function DUF4743
IPR008493,1,1,Hikeshi-like domain
IPR031318,1,1,OPI10 family
IPR042528,1,1,"Translation initiation factor eIF-2B subunit alpha, N-terminal"
IPR017231,1,1,Small GTPase Tem1/Spg1
IPR018020,1,1,Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
IPR036778,1,1,Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase superfamily
IPR005595,1,1,"Translocon-associated protein (TRAP), alpha subunit"
IPR045156,1,1,Vacuolar protein 8
IPR001200,1,0,Phosducin
IPR001632,2,0,"G-protein, beta subunit"
IPR016346,1,0,"Guanine nucleotide-binding protein, beta subunit"
IPR025451,1,1,Domain of unknown function DUF4211
IPR008401,1,1,Apc13
IPR013627,1,1,"DNA polymerase alpha, subunit B, N-terminal"
IPR016722,1,1,"DNA polymerase alpha, subunit B"
IPR000860,2,1,Porphobilinogen deaminase
IPR022417,2,1,"Porphobilinogen deaminase, N-terminal"
IPR022418,2,1,"Porphobilinogen deaminase, C-terminal"
IPR022419,2,1,"Porphobilinogen deaminase, dipyrromethane cofactor binding site"
IPR036803,2,1,"Porphobilinogen deaminase, C-terminal domain superfamily"
IPR013928,1,1,"Alkali metal cation/H+ antiporter Nha1, C-terminal"
IPR011022,4,2,Arrestin C-terminal-like domain
IPR032566,1,1,"Aprataxin, C2HE/C2H2/C2HC zinc finger"
IPR007174,1,1,Las1
IPR006925,1,0,"Vps16, C-terminal"
IPR006926,1,0,"Vps16, N-terminal"
IPR016534,1,0,Vacuolar protein sorting-associated protein 16
IPR038132,1,0,"Vps16, C-terminal domain superfamily"
IPR001537,1,1,"tRNA/rRNA methyltransferase, SpoU type"
IPR044748,1,0,"Trm3/ TARBP1, C-terminal"
IPR045330,1,0,Probable methyltransferase Trm3/TARBP1
IPR040621,2,0,Avirulence Effector AvrLm4-7
IPR019363,2,1,Lipid droplet-associated hydrolase
IPR032506,1,1,"N-sulphoglucosamine sulphohydrolase, C-terminal"
IPR004160,4,4,"Translation elongation factor EFTu/EF1A, C-terminal"
IPR004541,1,1,"Translation elongation factor EFTu/EF1A, bacterial/organelle"
IPR033720,1,1,"Elongation factor Tu, domain 2"
IPR041709,1,1,"Elongation factor Tu (EF-Tu), GTP-binding domain"
IPR032259,1,1,"Enoyl-CoA hydratase/isomerase, HIBYL-CoA-H type"
IPR045004,1,1,Enoyl-CoA hydratase/isomerase domain
IPR003018,4,2,GAF domain
IPR037867,1,0,COMPASS component Swd2/WDR82
IPR007194,3,3,Transport protein particle (TRAPP) component
IPR016696,1,1,"TRAPP I complex, subunit 5"
IPR024096,3,3,NO signalling/Golgi transport ligand-binding domain superfamily
IPR005931,2,1,Delta-1-pyrroline-5-carboxylate dehydrogenase
IPR011583,7,11,Chitinase II
IPR029070,7,9,Chitinase insertion domain superfamily
IPR013700,2,4,Aflatoxin regulatory protein
IPR001245,1,4,"Serine-threonine/tyrosine-protein kinase, catalytic domain"
IPR046797,6,14,PD-(D/E)XK nuclease-like
IPR014988,1,0,"Uncharacterised protein family, YqcI/YcgG"
IPR013595,3,4,"Peptidase S33 tripeptidyl aminopeptidase-like, C-terminal"
IPR000763,1,0,Catalase-peroxidase haem
IPR020802,1,0,"Polyketide synthase, thioesterase domain"
IPR043914,1,0,Protein of unknown function DUF5763
IPR003615,5,14,HNH nuclease
IPR022880,1,1,DNA polymerase IV
IPR009297,1,1,Protein of unknown function DUF952
IPR010102,1,1,Succinate semialdehyde dehydrogenase
IPR012971,1,1,"Nucleolar GTP-binding protein 2, N-terminal domain"
IPR024929,1,0,"Nucleolar GTP-binding protein 2, circularly permuted GTPase motif"
IPR030378,3,1,Circularly permuted (CP)-type guanine nucleotide-binding (G) domain
IPR001189,1,2,Manganese/iron superoxide dismutase
IPR019831,1,2,"Manganese/iron superoxide dismutase, N-terminal"
IPR019832,2,3,"Manganese/iron superoxide dismutase, C-terminal"
IPR019833,1,2,"Manganese/iron superoxide dismutase, binding site"
IPR036314,2,3,"Manganese/iron superoxide dismutase, C-terminal domain superfamily"
IPR036324,2,3,"Manganese/iron superoxide dismutase, N-terminal domain superfamily"
IPR037457,1,2,M28 Zn-Peptidase Glutaminyl Cyclase
IPR040234,1,2,Glutaminyl-peptide cyclotransferase-like
IPR045048,1,0,F-box only protein 31/39
IPR000212,1,1,"DNA helicase, UvrD/REP type"
IPR013986,1,1,DExx box DNA helicase domain superfamily
IPR014016,1,1,"UvrD-like helicase, ATP-binding domain"
IPR014017,1,1,"UvrD-like DNA helicase, C-terminal"
IPR001568,2,4,Ribonuclease T2-like
IPR036430,2,4,Ribonuclease T2-like superfamily
IPR001721,1,0,"Threonine dehydratase, ACT-like domain"
IPR005787,1,0,"Threonine dehydratase, biosynthetic"
IPR038110,1,0,"Threonine dehydratase, ACT-like domain superfamily"
IPR019364,1,1,"Mediator complex, subunit Med8, fungi/metazoa"
IPR016817,1,1,Mannose-P-dolichol utilization defect 1 protein
IPR002740,1,1,EVE domain
IPR047197,1,1,"Thymocyte nuclear protein 1-like, EVE domain"
IPR000851,2,2,Ribosomal protein S5
IPR005324,2,2,"Ribosomal protein S5, C-terminal"
IPR005711,1,1,"Ribosomal protein S5, eukaryotic/archaeal"
IPR013810,2,2,"Ribosomal protein S5, N-terminal"
IPR018192,1,1,"Ribosomal protein S5, N-terminal, conserved site"
IPR011159,1,1,Phosphoprotein phosphatase PPZ/Ppq1
IPR008576,1,0,Alpha-N-methyltransferase NTM1
IPR005511,3,0,Senescence marker protein-30 (SMP-30)
IPR013715,1,1,Domain of unknown function DUF1746
IPR038967,1,1,DSC E3 ubiquitin ligase complex subunit 4-like
IPR019133,1,1,MICOS complex subunit MIC60
IPR002013,4,3,SAC domain
IPR018325,3,4,Rad4/PNGase transglutaminase-like fold
IPR046351,1,1,U3 small nucleolar RNA-associated protein 4
IPR043216,4,1,Phosphatidate (PA) phosphatase-related
IPR012912,2,0,"Plasmid pRiA4b, Orf3"
IPR024047,2,0,MM3350-like superfamily
IPR005965,1,0,1-aminocyclopropane-1-carboxylate deaminase
IPR020601,1,0,"1-aminocyclopropane-1-carboxylate deaminase, bacterial"
IPR027278,1,0,1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase
IPR040165,3,1,Delta(24)-sterol reductase
IPR013726,1,0,"Protein of unknown function DUF1748, fungi"
IPR001697,1,1,Pyruvate kinase
IPR015793,1,1,"Pyruvate kinase, barrel"
IPR015795,1,1,"Pyruvate kinase, C-terminal"
IPR015806,1,1,"Pyruvate kinase, insert domain superfamily"
IPR018209,1,1,"Pyruvate kinase, active site"
IPR036918,1,1,"Pyruvate kinase, C-terminal domain superfamily"
IPR001044,1,1,"XPG/Rad2 endonuclease, eukaryotes"
IPR041355,1,0,Pre-SET CXC domain
IPR045318,1,1,Histone-lysine N-methyltransferase EZH1/2-like
IPR019979,1,1,"Ribosomal protein S17, conserved site"
IPR028333,1,1,"Ribosomal protein S17, archaeal/eukaryotic"
IPR032440,1,1,"40S ribosomal protein S11, N-terminal"
IPR013253,1,1,Spc7 kinetochore protein domain
IPR033338,1,1,Spc105/Spc7
IPR040850,1,1,"Knl1, C-terminal RWD domain"
IPR045159,1,1,WD repeat-containing protein DCAF7-like
IPR000490,3,0,Glycoside hydrolase family 17
IPR006369,1,1,Protohaem IX farnesyltransferase
IPR018338,1,0,"Carbonic anhydrase, alpha-class, conserved site"
IPR005100,1,1,NGN domain
IPR006645,1,0,"NusG-like, N-terminal"
IPR017071,1,1,"Transcription elongation factor Spt5, eukaryote"
IPR022581,1,1,"Spt5 transcription elongation factor, N-terminal"
IPR036735,1,1,"NusG, N-terminal domain superfamily"
IPR039385,1,1,"NGN domain, eukaryotic"
IPR039659,1,1,Transcription elongation factor SPT5
IPR041973,1,1,"Spt5, KOW domain repeat 1"
IPR041975,1,1,"Spt5, KOW domain repeat 2"
IPR041976,1,1,"Spt5, KOW domain repeat 3"
IPR041977,1,1,"Spt5, KOW domain repeat 4"
IPR041978,1,1,"Spt5, KOW domain repeat 5"
IPR038769,1,1,Maintenance of telomere capping protein 4
IPR019622,1,1,Rrn9 domain
IPR024977,4,5,"Anaphase-promoting complex subunit 4-like, WD40 domain"
IPR045145,1,1,Chromatin assembly factor 1 subunit Cac2/CHAF1B/FAS2
IPR004206,1,2,mRNA triphosphatase Cet1-like
IPR033469,1,3,CYTH-like domain superfamily
IPR037009,1,2,mRNA triphosphatase Cet1-like superfamily
IPR040343,1,2,RNA 5'-triphosphatase Cet1/Ctl1
IPR016642,1,1,"26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit"
